person_hash,role,age_band,gender,masked_zone
"PER-CD4000A301EB","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-4E3C9A1B9F1F","victim","18-25","undisclosed","Outer growth corridor / YLK-1"
"PER-749AC1BF98A5","victim","51-65","female","Transit hub / CEN-2"
"PER-70F63AD6E846","accused","36-50","female","Transit hub / CEN-2"
"PER-3AC59190AEEF","accused","36-50","male","Rail and arterial road / KRP-2"
"PER-CDD859B7D78D","accused","65+","male","Transit hub / CEN-2"
"PER-17C3B293B63B","victim","36-50","female","Transit hub / CEN-2"
"PER-E42CEFD02F11","victim","26-35","female","Airport approach / HBL-2"
"PER-3A481485F681","accused","51-65","male","Residential market / JYN-4"
"PER-3B653FD2314A","victim","51-65","undisclosed","Airport approach / HBL-2"
"PER-E1CE0AEB4AEB","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-1320B152EC03","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-CEEC74E1E4F9","victim","51-65","male","Airport approach / HBL-2"
"PER-25ADE832453C","victim","26-35","female","Residential market / JYN-4"
"PER-78B73BC9339A","victim","65+","male","Airport approach / HBL-2"
"PER-2574420AA248","victim","26-35","male","Transit hub / CEN-2"
"PER-7A9AC27AC996","accused","18-25","female","Night economy / IND-3"
"PER-D854E6AC532D","victim","65+","female","Metro corridor / BSK-3"
"PER-F0846705C1FB","victim","51-65","undisclosed","Commercial mixed use / KRM-6"
"PER-795413345036","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-72C59147742A","accused","51-65","male","Commercial mixed use / KRM-6"
"PER-0D7B48A6C66D","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-AC1392F2B266","accused","65+","male","Metro corridor / BSK-3"
"PER-6AA061F01A77","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-93C65472CD82","victim","36-50","male","Airport approach / HBL-2"
"PER-808B9597F7B3","victim","26-35","male","Transit hub / CEN-2"
"PER-119BC07D5502","accused","51-65","male","Outer growth corridor / YLK-1"
"PER-752FA0479E0D","accused","51-65","male","Night economy / IND-3"
"PER-871D6110FDD0","victim","26-35","male","Metro corridor / BSK-3"
"PER-7FA9651DE6D6","accused","26-35","female","Rail and arterial road / KRP-2"
"PER-A73EBECC8CBA","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-6B580F9667A6","victim","51-65","female","Rail and arterial road / KRP-2"
"PER-F5A20A5F58A9","victim","65+","female","Transit hub / CEN-2"
"PER-331421ED22DF","victim","65+","undisclosed","Metro corridor / BSK-3"
"PER-11644617D506","victim","65+","male","Industrial IT belt / ELC-5"
"PER-EC780E2ED6F7","accused","36-50","undisclosed","Transit hub / CEN-2"
"PER-8539AAEDD0DC","victim","36-50","female","Rail and arterial road / KRP-2"
"PER-0C8B31872C83","accused","65+","male","Commercial mixed use / KRM-6"
"PER-861D38D7F045","accused","26-35","undisclosed","Night economy / IND-3"
"PER-84CCF3C770CC","accused","18-25","undisclosed","Night economy / IND-3"
"PER-616BEBE7BE3F","victim","18-25","undisclosed","Outer growth corridor / YLK-1"
"PER-6CED2C3537E6","accused","65+","male","Tech corridor / WFD-4"
"PER-43D6248EDCD3","victim","65+","male","Transit hub / CEN-2"
"PER-AA34C64421CE","accused","36-50","undisclosed","Tech corridor / WFD-4"
"PER-6F0B64799EFA","victim","18-25","female","Transit hub / CEN-2"
"PER-269634A281A4","victim","65+","undisclosed","Commercial mixed use / KRM-6"
"PER-0D1DBF518609","accused","51-65","female","Transit hub / CEN-2"
"PER-3CE219F1C67B","accused","26-35","male","Night economy / IND-3"
"PER-F3C8A4E43459","victim","51-65","female","Residential market / JYN-4"
"PER-8215EBAFFB3C","accused","65+","male","Rail and arterial road / KRP-2"
"PER-031527E0C3C9","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-0C0094D8D403","victim","26-35","male","Metro corridor / BSK-3"
"PER-FE8BDD78F484","victim","26-35","male","Commercial mixed use / KRM-6"
"PER-3E90A09402CB","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-3056BFA6563A","victim","36-50","female","Transit hub / CEN-2"
"PER-735F8947E405","victim","51-65","male","Transit hub / CEN-2"
"PER-9AE3C11A3586","accused","36-50","female","Outer growth corridor / YLK-1"
"PER-717B92171688","victim","18-25","male","Night economy / IND-3"
"PER-DFD52D71CE60","victim","18-25","male","Industrial IT belt / ELC-5"
"PER-0EBEF1530BD2","victim","36-50","female","Metro corridor / BSK-3"
"PER-79BBEB47F3AB","accused","36-50","male","Tech corridor / WFD-4"
"PER-4537100F6C08","victim","65+","male","Commercial mixed use / KRM-6"
"PER-DACFB7024424","victim","65+","female","Transit hub / CEN-2"
"PER-91E0870378B1","victim","18-25","female","Industrial IT belt / ELC-5"
"PER-AE87ADAB087D","victim","36-50","female","Tech corridor / WFD-4"
"PER-D617251E3892","victim","65+","male","Metro corridor / BSK-3"
"PER-9CAB2829B2C3","victim","18-25","undisclosed","Transit hub / CEN-2"
"PER-6F29A60FF5B0","accused","51-65","female","Night economy / IND-3"
"PER-314D938F1A6A","victim","18-25","female","Airport approach / HBL-2"
"PER-7812C4CC51A8","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-C883BC46A60D","victim","65+","male","Commercial mixed use / KRM-6"
"PER-B1FD41D964CB","victim","65+","male","Transit hub / CEN-2"
"PER-B15899FE8D0D","victim","18-25","male","Rail and arterial road / KRP-2"
"PER-016801C2C4B0","accused","26-35","male","Night economy / IND-3"
"PER-17334E154C8F","victim","65+","female","Transit hub / CEN-2"
"PER-BE391F377B9F","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-9852B41ECAAF","accused","26-35","male","Transit hub / CEN-2"
"PER-B650386A1ACF","victim","65+","female","Metro corridor / BSK-3"
"PER-DD671DA7FF44","victim","36-50","male","Transit hub / CEN-2"
"PER-C120A31719D9","accused","36-50","undisclosed","Commercial mixed use / KRM-6"
"PER-5827ADFB107E","victim","51-65","undisclosed","Commercial mixed use / KRM-6"
"PER-29CDFC4B479B","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-665E3AF9329D","accused","18-25","female","Rail and arterial road / KRP-2"
"PER-0B679CC76343","accused","65+","male","Night economy / IND-3"
"PER-E7A71C2BB6F8","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-1A580EFAC70D","accused","51-65","male","Industrial IT belt / ELC-5"
"PER-A148E672CBE1","accused","36-50","male","Industrial IT belt / ELC-5"
"PER-CFFC8082579F","victim","26-35","male","Metro corridor / BSK-3"
"PER-DE61E6512195","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-944BB99C8507","victim","65+","undisclosed","Outer growth corridor / YLK-1"
"PER-55EE70DD6721","victim","18-25","female","Tech corridor / WFD-4"
"PER-032785089F30","victim","36-50","female","Night economy / IND-3"
"PER-ABC3BC7C9E14","accused","26-35","female","Tech corridor / WFD-4"
"PER-27569FACF332","victim","51-65","male","Industrial IT belt / ELC-5"
"PER-AAA712CE462F","accused","18-25","male","Tech corridor / WFD-4"
"PER-50E6D96A4EAB","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-5A7422EB1CF5","accused","51-65","male","Airport approach / HBL-2"
"PER-B2110D0C892D","accused","26-35","male","Transit hub / CEN-2"
"PER-FB8406F716F6","accused","65+","female","Industrial IT belt / ELC-5"
"PER-054C066F0348","accused","65+","male","Tech corridor / WFD-4"
"PER-CAB2BA83A11B","accused","26-35","female","Outer growth corridor / YLK-1"
"PER-787E4BA20BB6","victim","36-50","female","Industrial IT belt / ELC-5"
"PER-F74C1177F275","victim","51-65","female","Industrial IT belt / ELC-5"
"PER-3D92EE844008","accused","26-35","male","Outer growth corridor / YLK-1"
"PER-B3929ED81B28","victim","18-25","female","Tech corridor / WFD-4"
"PER-9B674E197620","accused","18-25","male","Rail and arterial road / KRP-2"
"PER-EB8ADF0EFE4F","victim","51-65","female","Tech corridor / WFD-4"
"PER-4C858A9D775C","victim","51-65","male","Airport approach / HBL-2"
"PER-1A35F025426F","victim","18-25","undisclosed","Industrial IT belt / ELC-5"
"PER-D8DBF45A8E65","accused","18-25","female","Night economy / IND-3"
"PER-D3F44A6BB122","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-72C40A9050E9","accused","18-25","female","Industrial IT belt / ELC-5"
"PER-2F432BAA9A48","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-D74A3F0035A3","accused","36-50","female","Residential market / JYN-4"
"PER-F7B0C55B0339","accused","18-25","female","Commercial mixed use / KRM-6"
"PER-D8A593E3E5EE","accused","26-35","female","Commercial mixed use / KRM-6"
"PER-47F64BB1B736","victim","65+","male","Industrial IT belt / ELC-5"
"PER-EF35A0A71650","accused","26-35","female","Transit hub / CEN-2"
"PER-8AF67A355E6C","victim","18-25","male","Transit hub / CEN-2"
"PER-962401F13AD0","victim","18-25","female","Tech corridor / WFD-4"
"PER-0C5F61320CC9","victim","51-65","male","Metro corridor / BSK-3"
"PER-CC7351277D94","accused","26-35","male","Rail and arterial road / KRP-2"
"PER-6E840CC386B8","victim","36-50","male","Night economy / IND-3"
"PER-8D6C5177D6DF","victim","51-65","male","Tech corridor / WFD-4"
"PER-A8BFBD783E34","accused","26-35","male","Industrial IT belt / ELC-5"
"PER-CA3D3A699960","accused","51-65","female","Rail and arterial road / KRP-2"
"PER-5E424B17DEB2","victim","65+","female","Industrial IT belt / ELC-5"
"PER-7CD1DD653B39","victim","51-65","male","Tech corridor / WFD-4"
"PER-FAD0FD11E8D4","accused","65+","male","Night economy / IND-3"
"PER-5500180B3BCB","victim","65+","male","Tech corridor / WFD-4"
"PER-3D22AABE7A4B","accused","51-65","female","Industrial IT belt / ELC-5"
"PER-308BA08B6F0F","accused","65+","female","Commercial mixed use / KRM-6"
"PER-8E575C3C363F","victim","26-35","female","Metro corridor / BSK-3"
"PER-DE9B3F49B8A5","victim","26-35","male","Transit hub / CEN-2"
"PER-3B4E697A6FC8","victim","26-35","male","Transit hub / CEN-2"
"PER-12F3354B6E6E","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-24A0CA59BE26","victim","36-50","female","Residential market / JYN-4"
"PER-763F150297F5","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-BF8D5F769982","victim","65+","male","Industrial IT belt / ELC-5"
"PER-C3DF5FE7C9B4","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-E6E0F1ED27FD","victim","51-65","female","Transit hub / CEN-2"
"PER-6CAF29503043","victim","65+","undisclosed","Night economy / IND-3"
"PER-DB709280A1D5","victim","65+","male","Commercial mixed use / KRM-6"
"PER-EE9B401739D8","victim","26-35","male","Outer growth corridor / YLK-1"
"PER-3902FE0B413E","victim","36-50","male","Tech corridor / WFD-4"
"PER-B2952E66D27D","victim","51-65","female","Tech corridor / WFD-4"
"PER-28A5959FC194","victim","36-50","female","Metro corridor / BSK-3"
"PER-E3951A64F0DC","accused","18-25","female","Tech corridor / WFD-4"
"PER-0047E03EF543","victim","26-35","male","Airport approach / HBL-2"
"PER-6C7B0C25A863","victim","65+","male","Commercial mixed use / KRM-6"
"PER-228DB17B5FC7","accused","36-50","male","Tech corridor / WFD-4"
"PER-44DB6A6C8D3C","victim","65+","male","Industrial IT belt / ELC-5"
"PER-55B910C80185","accused","65+","male","Transit hub / CEN-2"
"PER-31B604A48D5F","accused","36-50","female","Industrial IT belt / ELC-5"
"PER-E67A8EFC6BC0","victim","18-25","male","Outer growth corridor / YLK-1"
"PER-CB12CE7F3E99","accused","36-50","undisclosed","Transit hub / CEN-2"
"PER-A5EE1D170E3F","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-F4400D23E03D","victim","26-35","female","Transit hub / CEN-2"
"PER-2A58DA942FED","victim","51-65","undisclosed","Industrial IT belt / ELC-5"
"PER-7018C658AE0C","accused","18-25","female","Industrial IT belt / ELC-5"
"PER-FDA65A7EC1F8","victim","65+","male","Transit hub / CEN-2"
"PER-A87D3B3F4798","victim","36-50","female","Metro corridor / BSK-3"
"PER-044A9A3763AB","victim","36-50","female","Airport approach / HBL-2"
"PER-32BEE3FDFAD0","victim","65+","female","Tech corridor / WFD-4"
"PER-3D2C0DD12B11","victim","36-50","male","Tech corridor / WFD-4"
"PER-EAA8A4323C21","accused","26-35","male","Tech corridor / WFD-4"
"PER-78A2D0DF4D41","victim","51-65","male","Airport approach / HBL-2"
"PER-6C8F5766BB81","victim","51-65","female","Rail and arterial road / KRP-2"
"PER-E542516FA37C","victim","65+","male","Industrial IT belt / ELC-5"
"PER-F4870C1A3453","victim","51-65","male","Tech corridor / WFD-4"
"PER-57B3070DE095","accused","36-50","female","Tech corridor / WFD-4"
"PER-8126ECE86F0F","accused","51-65","male","Outer growth corridor / YLK-1"
"PER-88C9ABF19111","victim","36-50","female","Outer growth corridor / YLK-1"
"PER-9324F9807DF1","victim","36-50","female","Tech corridor / WFD-4"
"PER-892130140E82","victim","65+","male","Rail and arterial road / KRP-2"
"PER-0A4F9FB6A8A4","accused","36-50","male","Outer growth corridor / YLK-1"
"PER-2732F8BF3701","victim","65+","female","Rail and arterial road / KRP-2"
"PER-D5E9AB97A1E4","victim","36-50","male","Outer growth corridor / YLK-1"
"PER-F6B25E015C2F","victim","26-35","male","Night economy / IND-3"
"PER-A616FACF0B33","victim","65+","male","Transit hub / CEN-2"
"PER-2629296F8664","victim","18-25","male","Commercial mixed use / KRM-6"
"PER-CB3A7775AC53","victim","36-50","female","Tech corridor / WFD-4"
"PER-E79638CE672B","accused","18-25","female","Transit hub / CEN-2"
"PER-20D5EF96CC1F","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-C8F8421911A6","victim","51-65","male","Tech corridor / WFD-4"
"PER-6A8E8C6B6093","accused","26-35","female","Commercial mixed use / KRM-6"
"PER-041124D9B5F6","victim","51-65","male","Commercial mixed use / KRM-6"
"PER-7C7FB5C4E260","victim","65+","female","Commercial mixed use / KRM-6"
"PER-3C22EFCE7518","victim","36-50","male","Residential market / JYN-4"
"PER-8499EEBBE4E7","accused","65+","male","Outer growth corridor / YLK-1"
"PER-11B978FBF125","accused","65+","female","Tech corridor / WFD-4"
"PER-69389D1A6F5B","accused","36-50","male","Transit hub / CEN-2"
"PER-E63A9FEB763C","victim","18-25","female","Airport approach / HBL-2"
"PER-F7F38DD3D8FF","victim","26-35","male","Tech corridor / WFD-4"
"PER-9850CCE19A9E","victim","36-50","male","Transit hub / CEN-2"
"PER-F0BA723F9889","accused","36-50","male","Commercial mixed use / KRM-6"
"PER-5F75329CD2DA","victim","65+","male","Tech corridor / WFD-4"
"PER-AA3A3374E642","victim","26-35","male","Industrial IT belt / ELC-5"
"PER-13920B0B55CF","victim","51-65","male","Night economy / IND-3"
"PER-501E790C2D2E","victim","26-35","female","Commercial mixed use / KRM-6"
"PER-503401A7243E","victim","18-25","female","Commercial mixed use / KRM-6"
"PER-377203A35B24","victim","26-35","male","Tech corridor / WFD-4"
"PER-EFF0DEA8FE63","victim","65+","male","Night economy / IND-3"
"PER-FA4D3A497034","victim","26-35","female","Night economy / IND-3"
"PER-8E09377567D3","victim","36-50","female","Residential market / JYN-4"
"PER-E195DA6A67A3","victim","26-35","male","Night economy / IND-3"
"PER-D7C5A23CCBC3","accused","51-65","female","Metro corridor / BSK-3"
"PER-1C1B28F31491","victim","36-50","male","Metro corridor / BSK-3"
"PER-F96425363811","accused","65+","male","Night economy / IND-3"
"PER-57FD47802300","victim","36-50","female","Transit hub / CEN-2"
"PER-40B9E5AD2BE4","victim","26-35","female","Rail and arterial road / KRP-2"
"PER-8E39D8812A3A","victim","65+","male","Outer growth corridor / YLK-1"
"PER-2168D079183D","accused","36-50","male","Transit hub / CEN-2"
"PER-86BDBD96AC26","victim","36-50","male","Rail and arterial road / KRP-2"
"PER-FA1CFA48E4B3","accused","26-35","female","Rail and arterial road / KRP-2"
"PER-B670714D1181","victim","36-50","male","Industrial IT belt / ELC-5"
"PER-3E954B769EF4","victim","51-65","female","Residential market / JYN-4"
"PER-A2B35BA21793","victim","65+","male","Airport approach / HBL-2"
"PER-1CF142174346","victim","51-65","female","Outer growth corridor / YLK-1"
"PER-998780E298B6","accused","65+","female","Tech corridor / WFD-4"
"PER-8B03BCB3945B","accused","65+","male","Tech corridor / WFD-4"
"PER-3A8A0ACD03DE","victim","65+","male","Industrial IT belt / ELC-5"
"PER-42580CA5F1F0","accused","36-50","male","Airport approach / HBL-2"
"PER-580895E4185E","victim","18-25","female","Tech corridor / WFD-4"
"PER-57536E4E295E","victim","51-65","male","Night economy / IND-3"
"PER-67F52D74FDDE","victim","65+","male","Tech corridor / WFD-4"
"PER-D68A0A194109","victim","36-50","male","Night economy / IND-3"
"PER-2A5181186C62","victim","36-50","male","Commercial mixed use / KRM-6"
"PER-8A811591E2F0","victim","18-25","undisclosed","Tech corridor / WFD-4"
"PER-998513F93A75","victim","51-65","undisclosed","Transit hub / CEN-2"
"PER-CB91B78D1F09","accused","36-50","female","Night economy / IND-3"
"PER-B65C09BBED86","victim","18-25","male","Night economy / IND-3"
"PER-C7B8661FA053","accused","26-35","undisclosed","Industrial IT belt / ELC-5"
"PER-73D060066555","accused","18-25","male","Outer growth corridor / YLK-1"
"PER-28F35C176614","victim","36-50","male","Night economy / IND-3"
"PER-34DC5E3A0724","victim","18-25","female","Airport approach / HBL-2"
"PER-8AEAB0F0D16E","victim","65+","female","Commercial mixed use / KRM-6"
"PER-DD0D17112AF4","victim","36-50","female","Night economy / IND-3"
"PER-66B31AA80C5E","victim","36-50","male","Night economy / IND-3"
"PER-B50A52B33528","accused","18-25","undisclosed","Tech corridor / WFD-4"
"PER-BB572D41D191","victim","26-35","female","Night economy / IND-3"
"PER-B6041AC69809","victim","51-65","male","Rail and arterial road / KRP-2"
"PER-D765AE0A7199","accused","65+","male","Night economy / IND-3"
"PER-7058BF6063A1","victim","65+","female","Residential market / JYN-4"
"PER-BFE21713189E","accused","51-65","male","Transit hub / CEN-2"
"PER-DF697A3BC2D9","victim","26-35","male","Night economy / IND-3"
"PER-9AB4420A3BBE","victim","26-35","female","Airport approach / HBL-2"
"PER-3F8FCD993E54","accused","51-65","female","Tech corridor / WFD-4"
"PER-0C085540968D","victim","51-65","male","Night economy / IND-3"
"PER-A83C9B9E7D7C","victim","51-65","female","Night economy / IND-3"
"PER-862122B2C712","accused","18-25","female","Commercial mixed use / KRM-6"
